brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
21PL,60811,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Oncology,wo,master,4.0,22.0,5.0,15.0,8.0,25.0,8.0,29.0,7.0,19.0,26.0,20.0,33.0,37.0,26.0,5.0,19.0,9.0,8.0,5.0,16.0,5.0,18.0,5.0,16.0,24.0,17.0,21.0,23.0,21.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Oncology,37.0,90.0,both,,no_tech
21PL,60812,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),"Human Movement Sciences: Sport, Exercise and Health (research)",wo,master,6.0,6.0,6.0,10.0,8.0,6.0,9.0,9.0,5.0,11.0,12.0,16.0,14.0,18.0,16.0,7.0,13.0,2.0,10.0,9.0,7.0,4.0,12.0,3.0,6.0,20.0,12.0,16.0,16.0,9.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,"Human Movement Sciences: Sport, Exercise and Health (research)",19.0,40.0,both,,no_tech
21PL,66551,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Geneeskunde,wo,master,151.0,265.0,64.0,145.0,96.0,204.0,101.0,252.0,101.0,237.0,416.0,209.0,300.0,353.0,338.0,101.0,256.0,105.0,206.0,108.0,203.0,140.0,259.0,103.0,215.0,357.0,311.0,311.0,399.0,318.0,['363'],,,1.0,Geneeskunde,353.0,353.0,left_only,,no_tech
21PL,66586,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Cardiovascular Research (research),wo,master,1.0,10.0,3.0,9.0,2.0,11.0,2.0,16.0,2.0,10.0,11.0,12.0,13.0,18.0,12.0,3.0,5.0,0.0,7.0,2.0,5.0,1.0,12.0,2.0,8.0,8.0,7.0,7.0,13.0,10.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Cardiovascular Research (research),19.0,43.0,both,,no_tech
21PL,66588,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Tandheelkunde,wo,master,17.0,37.0,19.0,36.0,25.0,45.0,17.0,39.0,25.0,47.0,54.0,55.0,70.0,56.0,72.0,18.0,40.0,26.0,30.0,16.0,33.0,14.0,35.0,27.0,42.0,58.0,56.0,49.0,49.0,69.0,['363'],Tandheelkunde,Gezondheid,1.0,Dentistry,54.0,233.0,both,,no_tech
21PL,66851,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Health Sciences,wo,master,16.0,129.0,20.0,116.0,19.0,123.0,20.0,120.0,16.0,109.0,145.0,136.0,142.0,140.0,125.0,24.0,116.0,19.0,146.0,16.0,107.0,20.0,126.0,17.0,127.0,140.0,165.0,123.0,146.0,144.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Health Sciences,159.0,0.0,both,,no_tech
21PL,66903,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Global Health (research),wo,master,1.0,12.0,3.0,15.0,4.0,23.0,1.0,21.0,3.0,23.0,13.0,18.0,27.0,22.0,26.0,1.0,10.0,1.0,23.0,3.0,9.0,3.0,8.0,4.0,20.0,11.0,24.0,12.0,11.0,24.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Global Health (research),24.0,57.0,both,,no_tech
21PL,66950,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),"Human Movement Sciences: Sport, Exercise and Health",wo,master,52.0,63.0,67.0,80.0,62.0,77.0,66.0,64.0,43.0,72.0,115.0,147.0,139.0,130.0,115.0,58.0,58.0,57.0,55.0,53.0,71.0,52.0,83.0,58.0,57.0,116.0,112.0,124.0,135.0,115.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,"Human Movement Sciences: Sport, Exercise and Health",147.0,0.0,both,,no_tech
21PL,66990,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Biomedical Sciences,wo,master,7.0,18.0,5.0,13.0,10.0,27.0,12.0,32.0,13.0,24.0,25.0,18.0,37.0,44.0,37.0,7.0,31.0,13.0,26.0,9.0,29.0,8.0,18.0,10.0,19.0,38.0,39.0,38.0,26.0,29.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Biomedical Sciences,45.0,114.0,both,,no_tech
21PL,69317,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Musculoskeletal Physiotherapy Sciences,wo,master,3.0,5.0,4.0,5.0,6.0,5.0,14.0,20.0,20.0,11.0,8.0,9.0,11.0,34.0,31.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0,5.0,6.0,7.0,0.0,4.0,7.0,8.0,13.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Musculoskeletal Physiotherapy Sciences,35.0,0.0,both,,no_tech
21PL,50426,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computer Science,wo,bachelor,45.0,10.0,105.0,18.0,131.0,31.0,121.0,38.0,133.0,31.0,55.0,123.0,162.0,159.0,164.0,23.0,0.0,24.0,3.0,29.0,2.0,32.0,8.0,55.0,9.0,23.0,27.0,31.0,40.0,64.0,['363'],Informatica,Exact en Informatica,1.0,Computer Science,181.0,495.0,both,computer science,developer
21PL,50668,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Aarde en Economie,wo,bachelor,33.0,15.0,42.0,20.0,30.0,21.0,39.0,20.0,47.0,25.0,48.0,62.0,51.0,59.0,72.0,28.0,10.0,29.0,15.0,35.0,17.0,35.0,12.0,38.0,15.0,38.0,44.0,52.0,47.0,53.0,['363'],Aarde en Economie,Interdisciplinair,1.0,Earth Sciences and Economics,68.0,204.0,both,,no_tech
21PL,50670,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),"Science, Business & Innovation",wo,bachelor,36.0,25.0,53.0,24.0,50.0,24.0,57.0,11.0,40.0,27.0,61.0,77.0,74.0,68.0,67.0,34.0,15.0,47.0,13.0,50.0,13.0,53.0,19.0,41.0,27.0,49.0,60.0,63.0,72.0,68.0,['363'],Bèta en Beleid,Exact en Informatica,1.0,"Science, Business & Innovation",89.0,348.0,both,,no_tech
21PL,50800,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Medische Natuurwetenschappen,wo,bachelor,23.0,25.0,19.0,32.0,21.0,43.0,22.0,41.0,20.0,44.0,48.0,51.0,64.0,63.0,64.0,12.0,21.0,18.0,17.0,17.0,28.0,17.0,21.0,17.0,28.0,33.0,35.0,45.0,38.0,45.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Medical Natural Sciences,77.0,239.0,both,,no_tech
21PL,55012,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Scheikunde (joint degree),wo,bachelor,0.0,0.0,16.0,7.0,4.0,1.0,4.0,0.0,2.0,3.0,0.0,23.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,5.0,3.0,5.0,['363'],,,1.0,Scheikunde (joint degree),4.0,4.0,left_only,,no_tech
21PL,55013,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Natuur- en Sterrenkunde (joint degree),wo,bachelor,0.0,0.0,5.0,1.0,6.0,2.0,4.0,1.0,3.0,2.0,0.0,6.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,['363'],,,1.0,Natuur- en Sterrenkunde (joint degree),5.0,5.0,left_only,,no_tech
21PL,56856,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Business Analytics,wo,bachelor,43.0,20.0,56.0,34.0,60.0,36.0,58.0,25.0,73.0,35.0,63.0,90.0,96.0,83.0,108.0,16.0,7.0,28.0,11.0,44.0,15.0,42.0,19.0,29.0,24.0,23.0,39.0,59.0,61.0,53.0,['363'],Wiskunde,Exact en Informatica,1.0,Business Analytics,110.0,342.0,both,analytic,data
21PL,56857,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Scheikunde,wo,bachelor,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,3.0,11.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,14.0,2.0,2.0,1.0,['363'],,,1.0,Scheikunde,0.0,0.0,left_only,,no_tech
21PL,56860,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Biologie,wo,bachelor,18.0,73.0,9.0,9.0,3.0,9.0,7.0,7.0,11.0,19.0,91.0,18.0,12.0,14.0,30.0,11.0,7.0,14.0,5.0,5.0,5.0,7.0,5.0,5.0,9.0,18.0,19.0,10.0,12.0,14.0,['363'],Biologie,Aarde en Milieu,1.0,Biology,22.0,69.0,both,,no_tech
21PL,56869,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Information Sciences,wo,bachelor,34.0,17.0,32.0,11.0,29.0,9.0,26.0,11.0,8.0,1.0,51.0,43.0,38.0,37.0,9.0,32.0,5.0,32.0,8.0,30.0,10.0,43.0,14.0,30.0,7.0,37.0,40.0,40.0,57.0,37.0,['363'],,,1.0,Information Sciences,37.0,37.0,left_only,information,developer
21PL,56945,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Artificial Intelligence,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,58.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,22.0,['363'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,75.0,173.0,both,"artificial, intelligence",developer
21PL,56980,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Wiskunde,wo,bachelor,15.0,6.0,9.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,21.0,14.0,12.0,0.0,0.0,7.0,3.0,4.0,6.0,7.0,3.0,11.0,3.0,0.0,0.0,10.0,10.0,10.0,14.0,0.0,['363'],,,1.0,Wiskunde,0.0,0.0,left_only,wiskunde,no_tech
21PL,56983,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Lifestyle Informatics,wo,bachelor,9.0,8.0,12.0,15.0,12.0,23.0,26.0,21.0,0.0,0.0,17.0,27.0,35.0,47.0,0.0,7.0,21.0,15.0,15.0,13.0,9.0,22.0,8.0,0.0,0.0,28.0,30.0,22.0,30.0,0.0,['363'],,,1.0,Lifestyle Informatics,47.0,47.0,left_only,,developer
21PL,56984,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Natuur- en Sterrenkunde,wo,bachelor,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,3.0,8.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,17.0,8.0,4.0,1.0,4.0,['363'],,,1.0,Natuur- en Sterrenkunde,0.0,0.0,left_only,,no_tech
21PL,56986,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Aardwetenschappen,wo,bachelor,39.0,27.0,43.0,20.0,40.0,23.0,24.0,26.0,27.0,25.0,66.0,63.0,63.0,50.0,52.0,39.0,17.0,29.0,16.0,35.0,25.0,34.0,19.0,37.0,19.0,56.0,45.0,60.0,53.0,56.0,['363'],Aardwetenschappen,Aarde en Milieu,1.0,Earth Sciences,54.0,233.0,both,,no_tech
21PL,56989,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Farmaceutische Wetenschappen,wo,bachelor,37.0,38.0,29.0,40.0,18.0,22.0,19.0,35.0,35.0,37.0,75.0,69.0,40.0,54.0,72.0,18.0,30.0,29.0,34.0,21.0,24.0,21.0,29.0,20.0,27.0,48.0,63.0,45.0,50.0,47.0,['363'],Farmaceutische wetenschappen,Gezondheid,1.0,Pharmaceutical Sciences,70.0,206.0,both,,no_tech
21PL,59322,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Mathematics,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,28.0,18.0,0.0,0.0,0.0,34.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,['363'],Wiskunde,Exact en Informatica,1.0,Mathematics,55.0,116.0,both,mathematics,no_tech
21PL,60106,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Bioinformatics,wo,master,12.0,7.0,17.0,10.0,21.0,12.0,0.0,0.0,0.0,0.0,19.0,27.0,33.0,0.0,0.0,9.0,7.0,15.0,4.0,8.0,3.0,7.0,9.0,3.0,1.0,16.0,19.0,11.0,16.0,4.0,['363'],,,1.0,Bioinformatics,0.0,0.0,left_only,,developer
21PL,60202,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Physics,wo,master,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,16.0,9.0,17.0,7.0,9.0,3.0,2.0,0.0,2.0,1.0,25.0,24.0,12.0,2.0,3.0,['363'],,,1.0,Physics,0.0,0.0,left_only,,no_tech
21PL,60255,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Information Sciences,wo,master,44.0,7.0,26.0,14.0,25.0,13.0,26.0,20.0,35.0,11.0,51.0,40.0,38.0,46.0,46.0,23.0,3.0,38.0,5.0,21.0,13.0,28.0,13.0,30.0,14.0,26.0,43.0,34.0,41.0,44.0,['363'],Informatiekunde,Exact en Informatica,1.0,Information Sciences,47.0,0.0,both,information,developer
21PL,60300,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computer Science,wo,master,33.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,29.0,7.0,25.0,4.0,13.0,5.0,7.0,0.0,7.0,2.0,36.0,29.0,18.0,7.0,9.0,['363'],,,1.0,Computer Science,0.0,0.0,left_only,computer science,developer
21PL,60607,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Ecology,wo,master,6.0,8.0,5.0,4.0,3.0,5.0,6.0,7.0,14.0,11.0,14.0,9.0,8.0,13.0,25.0,10.0,17.0,6.0,2.0,10.0,5.0,4.0,4.0,2.0,5.0,27.0,8.0,15.0,8.0,7.0,['363'],Biologie,Aarde en Milieu,1.0,Ecology,14.0,29.0,both,,no_tech
21PL,60616,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Biomolecular Sciences,wo,master,12.0,16.0,12.0,20.0,13.0,23.0,18.0,21.0,11.0,23.0,28.0,32.0,36.0,39.0,34.0,21.0,19.0,15.0,19.0,11.0,17.0,12.0,12.0,10.0,14.0,40.0,34.0,28.0,24.0,24.0,['363'],Toegepaste biowetenschappen,Techniek,1.0,Biomolecular Sciences,39.0,119.0,both,,no_tech
21PL,60800,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Biomedical Technology and Physics,wo,master,7.0,10.0,10.0,4.0,7.0,11.0,4.0,6.0,5.0,8.0,17.0,14.0,18.0,10.0,13.0,9.0,4.0,7.0,7.0,8.0,8.0,4.0,11.0,4.0,7.0,13.0,14.0,16.0,15.0,11.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Biomedical Technology and Physics,13.0,39.0,both,technology,no_tech
21PL,60801,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Stochastics and Financial Mathematics,wo,master,1.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,1.0,2.0,2.0,5.0,8.0,2.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,3.0,['363'],Wiskunde,Exact en Informatica,1.0,Stochastics and Financial Mathematics,0.0,10.0,both,mathematics,no_tech
21PL,60802,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Parallel and Distributed Computer Systems,wo,master,4.0,1.0,7.0,7.0,9.0,2.0,4.0,1.0,4.0,0.0,5.0,14.0,11.0,5.0,4.0,10.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,7.0,1.0,14.0,7.0,10.0,6.0,8.0,['363'],Informatica,Exact en Informatica,1.0,Parallel and Distributed Computer Systems,7.0,25.0,both,computer,developer
21PL,60803,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),"Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences",wo,master,21.0,62.0,23.0,70.0,26.0,73.0,28.0,74.0,23.0,65.0,83.0,93.0,99.0,102.0,88.0,23.0,46.0,25.0,73.0,24.0,64.0,23.0,65.0,16.0,75.0,69.0,98.0,88.0,88.0,91.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,"Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences",113.0,300.0,both,,no_tech
21PL,60806,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Neurosciences (research),wo,master,7.0,32.0,14.0,38.0,18.0,34.0,16.0,27.0,13.0,35.0,39.0,52.0,52.0,43.0,48.0,20.0,27.0,4.0,27.0,10.0,27.0,9.0,38.0,13.0,31.0,47.0,31.0,37.0,47.0,44.0,['363'],Psychologie,Gedrag en Maatschappij,1.0,Neurosciences (research),47.0,116.0,both,,no_tech
21PL,60807,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Hydrology,wo,master,8.0,2.0,18.0,5.0,21.0,7.0,20.0,7.0,17.0,7.0,10.0,23.0,28.0,27.0,24.0,11.0,9.0,9.0,12.0,10.0,3.0,14.0,4.0,20.0,5.0,20.0,21.0,13.0,18.0,25.0,['363'],Aardwetenschappen,Aarde en Milieu,1.0,Hydrology,30.0,71.0,both,,no_tech
21PL,65012,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Chemistry (joint degree),wo,master,0.0,0.0,17.0,16.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,33.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,14.0,4.0,13.0,3.0,0.0,0.0,8.0,18.0,16.0,['363'],,,1.0,Chemistry (joint degree),4.0,4.0,left_only,,no_tech
21PL,65014,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computer Science (joint degree),wo,master,0.0,0.0,46.0,5.0,35.0,2.0,30.0,8.0,53.0,18.0,0.0,51.0,37.0,38.0,71.0,0.0,0.0,3.0,1.0,11.0,1.0,14.0,2.0,29.0,4.0,0.0,4.0,12.0,16.0,33.0,['363'],,,1.0,Computer Science (joint degree),38.0,38.0,left_only,computer science,developer
21PL,65015,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Computational Science (joint degree),wo,master,0.0,,0.0,,0.0,,2.0,,1.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,['363'],,,1.0,Computational Science (joint degree),2.0,2.0,left_only,,developer
21PL,65016,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Physics and Astronomy (joint degree),wo,master,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,6.0,8.0,2.0,0.0,0.0,7.0,10.0,10.0,['363'],,,1.0,Physics and Astronomy (joint degree),0.0,0.0,left_only,,no_tech
21PL,65020,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Bioinformatics and Systems Biology (joint degree),wo,master,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,29.0,18.0,0.0,0.0,0.0,21.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,13.0,['363'],Militaire Wetenschappen,Interdisciplinair,1.0,Bioinformatics and Systems Biology (joint degree),80.0,141.0,both,,no_tech
21PL,66856,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Business Analytics,wo,master,21.0,12.0,35.0,23.0,45.0,21.0,46.0,16.0,37.0,28.0,33.0,58.0,66.0,62.0,65.0,15.0,12.0,13.0,4.0,23.0,9.0,30.0,20.0,31.0,15.0,27.0,17.0,32.0,50.0,46.0,['363'],Wiskunde,Exact en Informatica,1.0,Business Analytics,59.0,172.0,both,analytic,data
21PL,66857,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Chemistry,wo,master,22.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,16.0,8.0,22.0,19.0,18.0,8.0,4.0,0.0,1.0,1.0,24.0,41.0,26.0,4.0,2.0,['363'],,,1.0,Chemistry,0.0,0.0,left_only,,no_tech
21PL,66980,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Mathematics,wo,master,6.0,2.0,8.0,2.0,3.0,4.0,12.0,2.0,5.0,4.0,8.0,10.0,7.0,14.0,9.0,3.0,2.0,7.0,3.0,2.0,3.0,8.0,3.0,5.0,1.0,5.0,10.0,5.0,11.0,6.0,['363'],Wiskunde,Exact en Informatica,1.0,Mathematics,12.0,25.0,both,mathematics,no_tech
21PL,66981,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Artificial Intelligence,wo,master,15.0,13.0,15.0,8.0,22.0,19.0,29.0,20.0,41.0,25.0,28.0,23.0,41.0,49.0,66.0,12.0,1.0,20.0,6.0,10.0,12.0,12.0,5.0,19.0,11.0,13.0,26.0,22.0,17.0,30.0,['363'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,54.0,128.0,both,"artificial, intelligence",developer
21PL,66986,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Earth Sciences,wo,master,33.0,9.0,16.0,13.0,17.0,18.0,32.0,13.0,33.0,25.0,42.0,29.0,35.0,45.0,58.0,22.0,15.0,23.0,16.0,18.0,10.0,21.0,11.0,15.0,4.0,37.0,39.0,28.0,32.0,19.0,['363'],Aardwetenschappen,Aarde en Milieu,1.0,Earth Sciences,47.0,125.0,both,,no_tech
21PL,66989,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),Drug Discovery and Safety,wo,master,17.0,18.0,17.0,19.0,21.0,25.0,16.0,34.0,18.0,22.0,35.0,36.0,46.0,50.0,40.0,15.0,20.0,11.0,15.0,7.0,12.0,13.0,13.0,13.0,21.0,35.0,26.0,19.0,26.0,34.0,['363'],Farmaceutische wetenschappen,Gezondheid,1.0,Drug Discovery and Safety,48.0,125.0,both,,no_tech
21PL,69320,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),"Science, Business and Innovation",wo,master,0.0,0.0,0.0,0.0,28.0,6.0,33.0,6.0,30.0,8.0,0.0,0.0,34.0,39.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,3.0,0.0,0.0,1.0,4.0,11.0,['363'],Bèta en Beleid,Exact en Informatica,1.0,"Science, Business and Innovation",39.0,72.0,both,,no_tech
21PL,68500,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde,wo,postmaster,1.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,4.0,2.0,6.0,2.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde,0.0,0.0,left_only,,no_tech
21PL,68501,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Algemene Economie,wo,postmaster,2.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,6.0,5.0,1.0,1.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Algemene Economie,1.0,1.0,left_only,,no_tech
21PL,68502,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Biologie,wo,postmaster,1.0,2.0,1.0,4.0,5.0,6.0,1.0,4.0,0.0,0.0,3.0,5.0,11.0,5.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,3.0,5.0,5.0,4.0,1.0,8.0,8.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Biologie,5.0,5.0,left_only,,no_tech
21PL,68503,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Duits,wo,postmaster,,2.0,,1.0,,0.0,,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Duits,0.0,0.0,left_only,,no_tech
21PL,68504,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Engels,wo,postmaster,3.0,9.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,9.0,6.0,0.0,0.0,2.0,7.0,3.0,7.0,1.0,6.0,2.0,7.0,0.0,1.0,9.0,10.0,7.0,9.0,1.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Engels,0.0,0.0,left_only,,no_tech
21PL,68506,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,wo,postmaster,7.0,2.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,9.0,6.0,4.0,2.0,0.0,6.0,3.0,8.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0,9.0,11.0,8.0,3.0,3.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,2.0,2.0,left_only,,no_tech
21PL,68507,Vrije Universiteit Amsterdam,onderwijs,universitaire lerarenopleidingen,Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,wo,postmaster,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,6.0,2.0,3.0,1.0,['363'],,,1.0,Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,1.0,1.0,left_only,,no_tech
